id,name,limit,lowalch,highalch,members
875,Adamant knife(p),11000.0,26.0,39.0,True
5659,Adamant knife(p+),7000.0,26.0,39.0,True
5666,Adamant knife(p++),7000.0,26.0,39.0,True
1301,Adamant longsword,125.0,1280.0,1920.0,False
1430,Adamant mace,125.0,576.0,864.0,False
1145,Adamant med helm,125.0,768.0,1152.0,False
1271,Adamant pickaxe,40.0,1280.0,1920.0,False
1123,Adamant platebody,125.0,6656.0,9984.0,False
2607,Adamant platebody (g),8.0,6656.0,9984.0,False
23392,Adamant platebody (h1),8.0,6656.0,9984.0,False
23395,Adamant platebody (h2),8.0,6656.0,9984.0,False
23398,Adamant platebody (h3),8.0,6656.0,9984.0,False
23401,Adamant platebody (h4),8.0,6656.0,9984.0,False
23404,Adamant platebody (h5),8.0,6656.0,9984.0,False
2599,Adamant platebody (t),8.0,6656.0,9984.0,False
1073,Adamant platelegs,125.0,2560.0,3840.0,False
2609,Adamant platelegs (g),8.0,2560.0,3840.0,False
2601,Adamant platelegs (t),8.0,2560.0,3840.0,False
1091,Adamant plateskirt,125.0,2560.0,3840.0,False
3475,Adamant plateskirt (g),8.0,2560.0,3840.0,False
3474,Adamant plateskirt (t),8.0,2560.0,3840.0,False
1331,Adamant scimitar,125.0,1024.0,1536.0,False
29458,Adamant seeds,18000.0,120.0,180.0,True
13012,Adamant set (lg),8.0,3200.0,4800.0,False
13014,Adamant set (sk),8.0,3200.0,4800.0,False
7334,Adamant shield (h1),70.0,2176.0,3264.0,False
7340,Adamant shield (h2),70.0,2176.0,3264.0,False
7346,Adamant shield (h3),70.0,2176.0,3264.0,False
7352,Adamant shield (h4),70.0,2176.0,3264.0,False
7358,Adamant shield (h5),70.0,2176.0,3264.0,False
1245,Adamant spear,125.0,832.0,1248.0,True
1259,Adamant spear(p),125.0,832.0,1248.0,True
5712,Adamant spear(p+),125.0,832.0,1248.0,True
5726,Adamant spear(p++),125.0,832.0,1248.0,True
1183,Adamant sq shield,125.0,1536.0,2304.0,False
1287,Adamant sword,125.0,832.0,1248.0,False
804,Adamant thrownaxe,11000.0,70.0,105.0,True
13016,Adamant trimmed set (lg),8.0,3200.0,4800.0,False
13018,Adamant trimmed set (sk),8.0,3200.0,4800.0,False
1345,Adamant warhammer,125.0,1648.0,2472.0,False
2361,Adamantite bar,10000.0,256.0,384.0,False
9429,Adamantite limbs,10000.0,640.0,960.0,True
4823,Adamantite nails,13000.0,18.0,27.0,True
449,Adamantite ore,4500.0,160.0,240.0,False
7198,Admiral pie,10000.0,124.0,186.0,True
30771,Aether catalyst,25000.0,80.0,120.0,True
30843,Aether rune,25000.0,120.0,180.0,True
12430,Afro,4.0,273.0,410.0,True
11463,Agility mix(1),2000.0,20.0,30.0,True
11461,Agility mix(2),2000.0,40.0,60.0,True
3038,Agility potion(1),2000.0,20.0,30.0,True
3036,Agility potion(2),2000.0,40.0,60.0,True
3034,Agility potion(3),2000.0,60.0,90.0,True
3032,Agility potion(4),2000.0,80.0,120.0,True
12881,Ahrim's armour set,8.0,80000.0,120000.0,True
4708,Ahrim's hood,15.0,5200.0,7800.0,True
4860,Ahrim's hood 0,15.0,5200.0,7800.0,True
4714,Ahrim's robeskirt,15.0,18800.0,28200.0,True
4878,Ahrim's robeskirt 0,15.0,18800.0,28200.0,True
4712,Ahrim's robetop,15.0,20000.0,30000.0,True
4872,Ahrim's robetop 0,15.0,20000.0,30000.0,True
4710,Ahrim's staff,15.0,34000.0,51000.0,True
4866,Ahrim's staff 0,15.0,34000.0,51000.0,True
1397,Air battlestaff,18000.0,6200.0,9300.0,True
573,Air orb,11000.0,120.0,180.0,True
556,Air rune,50000.0,1.0,2.0,False
1438,Air talisman,11000.0,1.0,2.0,False
5527,Air tiara,40.0,40.0,60.0,False
4436,Airtight pot,15.0,4.0,6.0,True
29993,Aldarium,13000.0,40.0,60.0,True
20056,Ale of the gods,4.0,340.0,510.0,True
5767,Ale yeast,11000.0,1.0,1.0,True
21347,Amethyst,13000.0,1560.0,2340.0,True
21326,Amethyst arrow,11000.0,196.0,294.0,True
21332,Amethyst arrow(p),11000.0,196.0,294.0,True
21334,Amethyst arrow(p+),11000.0,196.0,294.0,True
21336,Amethyst arrow(p++),11000.0,196.0,294.0,True
21350,Amethyst arrowtips,10000.0,98.0,147.0,True
21338,Amethyst bolt tips,11000.0,64.0,96.0,True
21316,Amethyst broad bolts,11000.0,96.0,144.0,True
25849,Amethyst dart,11000.0,160.0,240.0,True
25853,Amethyst dart tip,11000.0,80.0,120.0,True
25851,Amethyst dart(p),11000.0,160.0,240.0,True
25855,Amethyst dart(p+),11000.0,160.0,240.0,True
25857,Amethyst dart(p++),11000.0,160.0,240.0,True
21318,Amethyst javelin,11000.0,168.0,252.0,True
21352,Amethyst javelin tips,10000.0,608.0,912.0,True
21320,Amethyst javelin(p),7000.0,168.0,252.0,True
21322,Amethyst javelin(p+),7000.0,168.0,252.0,True
21324,Amethyst javelin(p++),7000.0,168.0,252.0,True
1595,Amulet mould,40.0,2.0,3.0,False
1478,Amulet of accuracy,5.0,40.0,60.0,False
22557,Amulet of avarice,8.0,18000.0,27000.0,True
21160,Amulet of bounty,10000.0,360.0,540.0,True
21163,Amulet of chemistry,15000.0,420.0,630.0,True
1729,Amulet of defence,125.0,510.0,765.0,False
23309,Amulet of defence (t),4.0,510.0,765.0,False
19707,Amulet of eternal glory,5.0,7050.0,10575.0,True
6585,Amulet of fury,8.0,80800.0,121200.0,True
1704,Amulet of glory,10000.0,7050.0,10575.0,True
10362,Amulet of glory (t),5.0,7050.0,10575.0,True
10354,Amulet of glory (t4),5.0,7050.0,10575.0,True
11964,Amulet of glory (t6),5.0,7050.0,10575.0,True
1712,Amulet of glory(4),10000.0,7050.0,10575.0,True
11978,Amulet of glory(6),10000.0,7050.0,10575.0,True
1727,Amulet of magic,125.0,360.0,540.0,False
10366,Amulet of magic (t),5.0,360.0,540.0,False
1731,Amulet of power,125.0,1410.0,2115.0,False
23354,Amulet of power (t),5.0,1610.0,2415.0,False
29801,Amulet of rancour,8.0,160000.0,240000.0,True
1725,Amulet of strength,125.0,810.0,1215.0,False
12851,Amulet of the damned (full),8.0,23200.0,34800.0,True
19553,Amulet of torture,8.0,80800.0,121200.0,True
12640,Amylase crystal,11000.0,8.0,12.0,True
21018,Ancestral hat,8.0,18000.0,27000.0,True
21024,Ancestral robe bottom,8.0,32000.0,48000.0,True
21021,Ancestral robe top,8.0,48000.0,72000.0,True
21049,Ancestral robes set,5.0,58000.0,87000.0,True
319,Anchovies,15000.0,6.0,9.0,False
2297,Anchovy pizza,10000.0,24.0,36.0,False
20235,Ancient blessing,5.0,32.0,48.0,True
12490,Ancient bracers,8.0,1600.0,2400.0,True
26346,Ancient brew(1),2000.0,50.0,75.0,True
26344,Ancient brew(2),2000.0,60.0,90.0,True
26342,Ancient brew(3),2000.0,70.0,105.0,True
26340,Ancient brew(4),2000.0,80.0,120.0,True
26229,Ancient ceremonial boots,8.0,16000.0,24000.0,True
26227,Ancient ceremonial gloves,8.0,16000.0,24000.0,True
26223,Ancient ceremonial legs,8.0,32000.0,48000.0,True
26225,Ancient ceremonial mask,8.0,20000.0,30000.0,True
26221,Ancient ceremonial top,8.0,40000.0,60000.0,True
12494,Ancient chaps,8.0,2400.0,3600.0,True
12197,Ancient cloak,8.0,800.0,1200.0,True
12496,Ancient coif,8.0,800.0,1200.0,True
12199,Ancient crozier,8.0,2000.0,3000.0,True
21804,Ancient crystal,250.0,100000.0,150000.0,True
12492,Ancient d'hide body,8.0,5200.0,7800.0,True
19921,Ancient d'hide boots,8.0,3720.0,5580.0,True
23197,Ancient d'hide shield,8.0,11333.0,17000.0,True
13171,Ancient dragonhide set,8.0,3800.0,5700.0,True
22302,Ancient effigy,250.0,3200000.0,4800000.0,True
21807,Ancient emblem,250.0,200000.0,300000.0,True
27616,Ancient essence,300000.0,11.0,16.0,True
12466,Ancient full helm,8.0,14080.0,21120.0,False
26233,Ancient godsword,8.0,500000.0,750000.0,True
26370,Ancient hilt,999.0,200000.0,300000.0,True
12468,Ancient kiteshield,8.0,21760.0,32640.0,False
11061,Ancient mace,8.0,400.0,600.0,True
22299,Ancient medallion,250.0,1600000.0,2400000.0,True
12203,Ancient mitre,8.0,2000.0,3000.0,True
26353,Ancient mix(1),999.0,50.0,75.0,True
26350,Ancient mix(2),999.0,60.0,90.0,True
12621,Ancient page 1,5.0,160.0,240.0,True
12622,Ancient page 2,5.0,160.0,240.0,True
12623,Ancient page 3,5.0,160.0,240.0,True
12624,Ancient page 4,5.0,160.0,240.0,True
12460,Ancient platebody,8.0,26000.0,39000.0,False
12462,Ancient platelegs,8.0,25600.0,38400.0,False
12464,Ancient plateskirt,8.0,25600.0,38400.0,False
22305,Ancient relic,250.0,6400000.0,9600000.0,True
12195,Ancient robe legs,8.0,2800.0,4200.0,True
12193,Ancient robe top,8.0,2800.0,4200.0,True
13060,Ancient rune armour set (lg),8.0,32000.0,48000.0,False
13062,Ancient rune armour set (sk),8.0,32000.0,48000.0,False
4675,Ancient staff,70.0,40000.0,60000.0,True
21813,Ancient statuette,250.0,800000.0,1200000.0,True
12201,Ancient stole,8.0,1000.0,1500.0,True
21810,Ancient totem,250.0,400000.0,600000.0,True
21634,Ancient wyvern shield,8.0,800000.0,1200000.0,True
32096,Angler's paint,999.0,1.0,1.0,True
13441,Anglerfish,10000.0,180.0,270.0,True
22246,Anguish ornament kit,4.0,2000.0,3000.0,True
20101,Ankou gloves,4.0,1.0,1.0,True
20095,Ankou mask,4.0,1.0,1.0,True
20107,Ankou socks,4.0,1.0,1.0,True
20098,Ankou top,4.0,1.0,1.0,True
20104,Ankou's leggings,4.0,1.0,1.0,True
12775,Annakarl teleport (tablet),10000.0,1.0,1.0,True
33015,Annihilation blueprints,999.0,,,True
33018,Annihilation teleport scroll,999.0,,,True
33012,Annihilation weapon scroll,999.0,,,True
1540,Anti-dragon shield,125.0,8.0,12.0,False
31712,Anti-odour salt,999.0,4.0,6.0,True
11475,Anti-poison supermix(1),2000.0,57.0,86.0,True
11473,Anti-poison supermix(2),2000.0,86.0,129.0,True
12911,Anti-venom(1),2000.0,44.0,66.0,True
12909,Anti-venom(2),2000.0,88.0,132.0,True
12907,Anti-venom(3),2000.0,132.0,198.0,True
12905,Anti-venom(4),2000.0,176.0,264.0,True
12919,Anti-venom+(1),2000.0,44.0,66.0,True
12917,Anti-venom+(2),2000.0,88.0,133.0,True
12915,Anti-venom+(3),2000.0,133.0,199.0,True
12913,Anti-venom+(4),2000.0,177.0,266.0,True
11503,Antidote+ mix(1),2000.0,57.0,86.0,True
11501,Antidote+ mix(2),2000.0,86.0,129.0,True
5949,Antidote+(1),4000.0,57.0,86.0,True
5947,Antidote+(2),4000.0,86.0,129.0,True
5945,Antidote+(3),4000.0,115.0,172.0,True
5943,Antidote+(4),4000.0,144.0,216.0,True
5958,Antidote++(1),4000.0,57.0,86.0,True
5956,Antidote++(2),4000.0,86.0,129.0,True
5954,Antidote++(3),4000.0,115.0,172.0,True
5952,Antidote++(4),4000.0,144.0,216.0,True
11507,Antifire mix(1),2000.0,52.0,79.0,True
11505,Antifire mix(2),2000.0,79.0,118.0,True
2458,Antifire potion(1),2000.0,52.0,79.0,True
2456,Antifire potion(2),2000.0,79.0,118.0,True
2454,Antifire potion(3),2000.0,105.0,158.0,True
2452,Antifire potion(4),2000.0,132.0,198.0,True
11435,Antipoison mix(1),2000.0,57.0,86.0,True
11433,Antipoison mix(2),2000.0,86.0,129.0,True
179,Antipoison(1),2000.0,57.0,86.0,False
177,Antipoison(2),2000.0,86.0,129.0,False
175,Antipoison(3),2000.0,115.0,172.0,False
2446,Antipoison(4),2000.0,144.0,216.0,False
31081,Antler guard,999.0,40000.0,60000.0,True
19631,Ape atoll teleport (tablet),10000.0,1.0,1.0,True
5992,Apple mush,11000.0,5.0,7.0,True
2323,Apple pie,10000.0,12.0,18.0,False
5496,Apple sapling,200.0,1.0,1.0,True
5283,Apple tree seed,200.0,5.0,7.0,True
5386,Apples(5),600.0,1.0,1.0,True
6910,Apprentice wand,125.0,600.0,900.0,True
32879,Aquanite hopper,999.0,3200.0,4800.0,True
32876,Aquanite tendon,999.0,2000.0,3000.0,True
29806,Aranea boots,8.0,60000.0,90000.0,True
29784,Araxyte venom sack,11000.0,200.0,300.0,True
21079,Arcane prayer scroll,5.0,32000.0,48000.0,True
12827,Arcane sigil,5.0,300000.0,450000.0,True
12825,Arcane spirit shield,8.0,800000.0,1200000.0,True
20251,Arceuus banner,4.0,28.0,42.0,True
20113,Arceuus hood,4.0,1.0,1.0,True
19613,Arceuus library teleport (tablet),10000.0,1.0,1.0,True
19943,Arceuus scarf,4.0,4000.0,6000.0,True
3749,Archer helm,70.0,24000.0,36000.0,True
28298,Archer icon,999.0,3200.0,4800.0,True
6733,Archers ring,8.0,4000.0,6000.0,True
1464,Archery ticket,18000.0,10.0,15.0,True
10810,Arctic pine logs,11000.0,14.0,21.0,True
10808,Arctic pyre logs,11000.0,80.0,120.0,True
8011,Ardougne teleport (tablet),10000.0,1.0,1.0,True
6891,Arena book,15.0,1.0,1.0,True
12506,Armadyl bracers,8.0,1600.0,2400.0,True
31659,Armadyl brew(1),2000.0,16.0,24.0,True
31656,Armadyl brew(2),2000.0,36.0,54.0,True
31653,Armadyl brew(3),2000.0,68.0,102.0,True
31650,Armadyl brew(4),2000.0,100.0,150.0,True
11830,Armadyl chainskirt,8.0,115960.0,173940.0,True
12510,Armadyl chaps,8.0,2400.0,3600.0,True
11828,Armadyl chestplate,8.0,116000.0,174000.0,True
12261,Armadyl cloak,8.0,800.0,1200.0,True
12512,Armadyl coif,8.0,800.0,1200.0,True
11785,Armadyl crossbow,8.0,396000.0,594000.0,True
12263,Armadyl crozier,8.0,2000.0,3000.0,True
12508,Armadyl d'hide body,8.0,5200.0,7800.0,True
19930,Armadyl d'hide boots,8.0,3720.0,5580.0,True
23200,Armadyl d'hide shield,8.0,11333.0,17000.0,True
13169,Armadyl dragonhide set,8.0,3800.0,5700.0,True
12476,Armadyl full helm,8.0,14080.0,21120.0,False
11802,Armadyl godsword,8.0,500000.0,750000.0,True
20068,Armadyl godsword ornament kit,4.0,2000.0,3000.0,True
11826,Armadyl helmet,8.0,115600.0,173400.0,True
11810,Armadyl hilt,10000.0,200000.0,300000.0,True
12478,Armadyl kiteshield,8.0,21760.0,32640.0,False
12259,Armadyl mitre,8.0,2000.0,3000.0,True
12617,Armadyl page 1,5.0,160.0,240.0,True
12618,Armadyl page 2,5.0,160.0,240.0,True
12619,Armadyl page 3,5.0,160.0,240.0,True
12620,Armadyl page 4,5.0,160.0,240.0,True
12470,Armadyl platebody,8.0,26000.0,39000.0,False
12472,Armadyl platelegs,8.0,25600.0,38400.0,False
12474,Armadyl plateskirt,8.0,25600.0,38400.0,False
12255,Armadyl robe legs,8.0,2800.0,4200.0,True
12253,Armadyl robe top,8.0,2800.0,4200.0,True
13052,Armadyl rune armour set (lg),8.0,32000.0,48000.0,False
13054,Armadyl rune armour set (sk),8.0,32000.0,48000.0,False
12257,Armadyl stole,8.0,1000.0,1500.0,True
27269,Armadylean plate,999.0,40000.0,60000.0,True
29628,Armageddon cape fabric,6.0,10000.0,15000.0,True
29619,Armageddon rug,999.0,10000.0,15000.0,True
29622,Armageddon teleport scroll,999.0,10000.0,15000.0,True
29625,Armageddon weapon scroll,999.0,10000.0,15000.0,True
52,Arrow shaft,7000.0,1.0,1.0,True
1905,Asgarnian ale,2000.0,1.0,1.0,False
8520,Asgarnian ale (flatpack),500.0,4.0,6.0,True
5785,Asgarnian ale(4),2000.0,1.0,1.0,True
5739,Asgarnian ale(m),2000.0,1.0,1.0,True
5865,Asgarnian ale(m4),2000.0,1.0,1.0,True
5996,Asgarnian hops,11000.0,2.0,3.0,True
5308,Asgarnian seed,2000.0,1.0,1.0,True
592,Ashes,13000.0,1.0,1.0,False
2460,Assorted flowers,150.0,40.0,60.0,True
9075,Astral rune,25000.0,20.0,30.0,True
3402,Asyn remains,7500.0,1.0,1.0,True
28991,Atlatl dart,11000.0,196.0,294.0,True
31004,Atlatl dart shaft,11000.0,88.0,132.0,True
30998,Atlatl dart tips,10000.0,98.0,147.0,True
11431,Attack mix(1),2000.0,2.0,3.0,True
11429,Attack mix(2),2000.0,3.0,5.0,True
125,Attack potion(1),2000.0,2.0,3.0,True
123,Attack potion(2),2000.0,3.0,5.0,True
121,Attack potion(3),2000.0,4.0,7.0,True
2428,Attack potion(4),2000.0,6.0,9.0,True
261,Avantoe,13000.0,19.0,28.0,True
103,Avantoe potion (unf),10000.0,19.0,28.0,True
5298,Avantoe seed,200.0,3.0,4.0,True
22477,Avernic defender hilt,8.0,1000000.0,1500000.0,True
31088,Avernic treads,8.0,76800.0,115200.0,True
28334,Awakener's orb,50.0,30000.0,45000.0,True
5751,Axeman's folly,2000.0,1.0,1.0,True
5825,Axeman's folly(4),2000.0,1.0,1.0,True
5753,Axeman's folly(m),2000.0,1.0,1.0,True
5905,Axeman's folly(m4),2000.0,1.0,1.0,True
11238,Baby impling jar,18000.0,20.0,30.0,True
534,Babydragon bones,3000.0,1.0,1.0,True
4161,Bag of salt,8000.0,4.0,6.0,True
8455,Bagged bluebells,10000.0,6000.0,9000.0,True
8453,Bagged daffodils,10000.0,4000.0,6000.0,True
8417,Bagged dead tree,10000.0,400.0,600.0,True
8451,Bagged flower,10000.0,2000.0,3000.0,True
8429,Bagged magic tree,10000.0,20000.0,30000.0,True
8425,Bagged maple tree,10000.0,6000.0,9000.0,True
8459,Bagged marigolds,10000.0,4000.0,6000.0,True
8419,Bagged nice tree,10000.0,800.0,1200.0,True
8421,Bagged oak tree,10000.0,2000.0,3000.0,True
8431,Bagged plant 1,10000.0,400.0,600.0,True
8433,Bagged plant 2,10000.0,2000.0,3000.0,True
8435,Bagged plant 3,10000.0,4000.0,6000.0,True
8461,Bagged roses,10000.0,6000.0,9000.0,True
8457,Bagged sunflower,10000.0,2000.0,3000.0,True
8423,Bagged willow tree,10000.0,4000.0,6000.0,True
8427,Bagged yew tree,10000.0,8000.0,12000.0,True
6701,Baked potato,13000.0,1.0,2.0,True
31045,Bale of flax,13000.0,50.0,75.0,True
31454,Ball of cotton,999.0,1.0,1.0,False
1759,Ball of wool,13000.0,1.0,1.0,False
19592,Ballista limbs,8.0,20000.0,30000.0,True
19601,Ballista spring,8.0,20000.0,30000.0,True
1963,Banana,13000.0,1.0,1.0,False
5497,Banana sapling,200.0,1.0,1.0,True
4016,Banana stew,6000.0,120.0,180.0,True
5284,Banana tree seed,200.0,8.0,12.0,True
5416,Bananas(5),600.0,1.0,1.0,True
8926,Bandana eyepatch (blue),150.0,40.0,60.0,True
8927,Bandana eyepatch (brown),150.0,40.0,60.0,True
8925,Bandana eyepatch (red),150.0,40.0,60.0,True
8924,Bandana eyepatch (white),150.0,40.0,60.0,True
4627,Bandit's brew,2000.0,200.0,300.0,True
11836,Bandos boots,8.0,115604.0,173406.0,True
12498,Bandos bracers,8.0,1600.0,2400.0,True
12502,Bandos chaps,8.0,2400.0,3600.0,True
11832,Bandos chestplate,8.0,116004.0,174006.0,True
12273,Bandos cloak,8.0,800.0,1200.0,True
12504,Bandos coif,8.0,800.0,1200.0,True
12275,Bandos crozier,8.0,2000.0,3000.0,True
12500,Bandos d'hide body,8.0,5200.0,7800.0,True
19924,Bandos d'hide boots,8.0,3720.0,5580.0,True
23203,Bandos d'hide shield,8.0,11333.0,17000.0,True
13167,Bandos dragonhide set,8.0,3800.0,5700.0,True
12486,Bandos full helm,8.0,14080.0,21120.0,False
11804,Bandos godsword,8.0,500000.0,750000.0,True
20071,Bandos godsword ornament kit,4.0,2000.0,3000.0,True
11812,Bandos hilt,10000.0,200000.0,300000.0,True
12488,Bandos kiteshield,8.0,21760.0,32640.0,False
12271,Bandos mitre,8.0,2000.0,3000.0,True
12613,Bandos page 1,5.0,160.0,240.0,True
12614,Bandos page 2,5.0,160.0,240.0,True
12615,Bandos page 3,5.0,160.0,240.0,True
12616,Bandos page 4,5.0,160.0,240.0,True
12480,Bandos platebody,8.0,26000.0,39000.0,False
12482,Bandos platelegs,8.0,25600.0,38400.0,False
12484,Bandos plateskirt,8.0,25600.0,38400.0,False
12267,Bandos robe legs,8.0,2800.0,4200.0,True
12265,Bandos robe top,8.0,2800.0,4200.0,True
13056,Bandos rune armour set (lg),8.0,32000.0,48000.0,False
13058,Bandos rune armour set (sk),8.0,32000.0,48000.0,False
12269,Bandos stole,8.0,1000.0,1500.0,True
11834,Bandos tassets,8.0,115964.0,173946.0,True
26394,Bandosian components,999.0,40000.0,60000.0,True
47,Barb bolttips,11000.0,38.0,57.0,True
10129,Barb-tail harpoon,40.0,14.0,21.0,True
24955,Barbarian teleport (tablet),10000.0,1.0,1.0,True
881,Barbed bolts,7000.0,80.0,120.0,True
3239,Bark,13000.0,1.0,1.0,True
6006,Barley,11000.0,1.0,2.0,True
6008,Barley malt,11000.0,1.0,2.0,True
5305,Barley seed,2000.0,1.0,1.0,True
31255,Barnacle blaster,999.0,8.0,12.0,True
32087,Barracuda paint,999.0,1.0,1.0,True
3216,Barrel,15.0,1.0,1.0,True
30795,Barrel of demonic tallow (full),999.0,200.0,300.0,True
19629,Barrows teleport (tablet),10000.0,1.0,1.0,True
22603,Basalt,10000.0,12.0,18.0,True
24268,Basilisk jaw,999.0,200000.0,300000.0,True
5376,Basket,10000.0,1.0,1.0,True
365,Bass,6000.0,16.0,24.0,True
22470,Bastion potion(1),2000.0,36.0,54.0,True
22467,Bastion potion(2),2000.0,72.0,108.0,True
22464,Bastion potion(3),2000.0,108.0,162.0,True
22461,Bastion potion(4),2000.0,144.0,216.0,True
530,Bat bones,3000.0,1.0,1.0,True
2164,Batta tin,40.0,4.0,6.0,True
22949,Battlefront teleport (tablet),10000.0,1.0,1.0,True
22458,Battlemage potion(1),2000.0,36.0,54.0,True
22455,Battlemage potion(2),2000.0,72.0,108.0,True
22452,Battlemage potion(3),2000.0,108.0,162.0,True
22449,Battlemage potion(4),2000.0,144.0,216.0,True
1391,Battlestaff,11000.0,2800.0,4200.0,True
12245,Beanie,4.0,240.0,360.0,True
23291,Bear feet,4.0,400.0,600.0,False
948,Bear fur,18000.0,4.0,6.0,False
1917,Beer,2000.0,1.0,1.0,False
8516,Beer barrel (flatpack),500.0,4.0,6.0,True
1919,Beer glass,10000.0,1.0,1.0,False
3803,Beer tankard,2000.0,8.0,12.0,True
